gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,ChurnBinary,ARPM,CLV_proxy,ServiceCount,ContractRiskScore,TenureSegment,ChargesSegment,HighRiskFlag,ElectronicCheckFlag,NewCustomerFlag,LongTermCustomerFlag,PremiumCustomerFlag,TotalRiskScore
Male,0,No,No,6,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),78.65,483.3,0,0,80.55,471.90000000000003,7,3,New,High,1,0,0,0,0,4
Male,0,No,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.75,1234.6,0,0,24.2078431372549,1262.25,2,1,Loyal,Low,0,0,0,1,0,1
Female,0,Yes,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.75,1311.6,0,0,21.501639344262294,1204.75,1,1,Loyal,Low,0,0,0,1,0,1
Male,1,Yes,No,62,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,89.1,5618.3,0,0,90.61774193548388,5524.2,6,3,Loyal,High,0,1,0,1,0,4
Female,0,No,No,72,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),84.7,6185.15,0,0,85.9048611111111,6098.400000000001,5,1,Loyal,High,0,0,0,1,0,1
Male,1,Yes,No,13,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.0,1237.85,1,1,95.21923076923076,1274.0,6,3,Developing,Premium,0,1,0,0,1,4
Male,0,Yes,No,5,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.45,498.1,1,1,99.62,472.25,5,3,New,Premium,1,1,1,0,1,6
Male,1,No,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.0,294.45,1,1,98.14999999999999,315.0,7,3,New,Premium,1,1,1,0,1,6
Female,1,Yes,No,26,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,93.85,2381.55,1,1,91.59807692307693,2440.1,6,3,Established,Premium,0,1,0,0,1,4
Male,1,No,No,13,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,59.9,788.35,0,0,60.642307692307696,778.6999999999999,4,3,Developing,Medium,0,1,0,0,0,4
Female,0,Yes,Yes,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.95,756.4,0,0,19.905263157894737,758.1,1,1,Established,Low,0,0,0,1,0,1
Female,1,Yes,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.0,613.4,1,1,76.675,672.0,4,3,New,High,1,1,0,0,0,5
Male,1,Yes,Yes,34,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,108.9,3625.2,0,0,106.62352941176471,3702.6000000000004,8,3,Established,Premium,0,1,0,0,1,4
Male,0,No,No,18,No,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,33.6,550.35,0,0,30.575000000000003,604.8000000000001,3,3,Developing,Low,0,0,0,0,0,3
Male,0,Yes,Yes,56,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,85.85,4793.8,0,0,85.60357142857143,4807.599999999999,5,2,Loyal,High,0,0,0,1,0,2
Female,0,No,No,36,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),34.85,1267.2,0,0,35.2,1254.6000000000001,3,3,Established,Low,0,0,0,0,0,3
Female,0,Yes,No,9,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,48.75,442.2,1,1,49.13333333333333,438.75,4,3,New,Medium,0,1,0,0,0,4
Male,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,84.85,84.85,1,1,84.85,84.85,4,3,New,High,1,1,1,0,0,6
Male,0,No,No,12,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,56.65,654.85,1,1,54.57083333333333,679.8,4,3,New,Medium,0,0,0,0,0,3
Female,1,Yes,Yes,57,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),95.3,5567.45,0,0,97.67456140350878,5432.099999999999,6,3,Loyal,Premium,0,0,0,1,1,3
Female,0,No,No,42,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),73.9,3160.55,1,1,75.25119047619049,3103.8,7,2,Established,High,0,0,0,1,0,2
Female,0,Yes,Yes,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.5,740.3,1,1,22.433333333333334,808.5,2,1,Established,Low,0,0,0,0,0,1
Male,0,Yes,No,70,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),84.6,5706.2,0,0,81.51714285714286,5922.0,5,1,Loyal,High,0,0,0,1,0,1
Female,0,No,No,68,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,44.95,3085.35,0,0,45.37279411764706,3056.6000000000004,4,3,Loyal,Medium,0,1,0,1,0,4
Male,0,No,Yes,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.7,24.7,0,0,24.7,24.7,1,3,New,Low,0,1,1,0,0,5
Female,0,No,No,37,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),100.3,3541.4,0,0,95.71351351351352,3711.1,6,3,Established,Premium,0,0,0,1,1,3
Female,0,No,Yes,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,25.45,84.2,0,0,21.05,101.8,2,3,New,Low,0,0,1,0,0,4
Male,0,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,50.7,50.7,0,0,50.7,50.7,3,3,New,Medium,0,0,1,0,0,4
Male,0,No,No,20,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),55.0,1165.55,0,0,58.277499999999996,1100.0,6,3,Developing,Medium,0,0,0,0,0,3
Male,0,Yes,Yes,72,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),68.4,4855.35,0,0,67.43541666666667,4924.8,6,1,Loyal,Medium,0,0,0,1,0,1
Female,0,No,No,31,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,89.9,2806.9,1,1,90.54516129032258,2786.9,5,3,Established,Premium,0,1,0,0,1,4
Male,1,Yes,No,18,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,78.55,1422.65,1,1,79.03611111111111,1413.8999999999999,3,3,Developing,High,0,1,0,0,0,4
Male,0,Yes,No,11,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),55.05,608.15,0,0,55.28636363636363,605.55,3,3,New,Medium,0,0,0,0,0,3
Female,0,Yes,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.8,641.35,0,0,19.434848484848487,653.4,1,1,Established,Low,0,0,0,0,0,1
Female,1,No,No,62,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,84.45,4959.15,0,0,79.98629032258064,5235.900000000001,4,2,Loyal,High,0,1,0,1,0,3
Female,0,No,No,1,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,35.9,35.9,0,0,35.9,35.9,3,3,New,Medium,0,0,1,0,0,4
Male,0,Yes,No,16,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),80.75,1321.3,0,0,82.58125,1292.0,4,3,Developing,High,0,0,0,0,0,3
Male,0,Yes,Yes,22,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,78.65,1663.75,0,0,75.625,1730.3000000000002,7,2,Developing,High,0,0,0,0,0,2
Female,0,Yes,Yes,49,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),61.75,3024.15,0,0,61.71734693877551,3025.75,5,3,Loyal,Medium,0,0,0,1,0,3
Male,0,Yes,Yes,36,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),63.7,2188.5,0,0,60.791666666666664,2293.2000000000003,5,2,Established,Medium,0,0,0,0,0,2
Male,0,Yes,No,42,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,99.45,4138.05,1,1,98.525,4176.900000000001,7,3,Established,Premium,0,1,0,1,1,4
Male,1,No,No,4,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),25.2,102.5,1,1,25.625,100.8,1,3,New,Low,0,0,1,0,0,4
Female,0,No,No,12,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,No,Mailed check,74.05,872.65,1,1,72.72083333333333,888.5999999999999,6,2,New,High,0,0,0,0,0,2
Female,0,No,No,31,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,87.6,2724.25,0,0,87.87903225806451,2715.6,5,3,Established,High,0,1,0,0,0,4
Male,0,Yes,No,5,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.15,413.25,0,0,82.65,445.75,5,3,New,High,1,1,1,0,0,6
Male,0,Yes,Yes,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.0,1374.2,0,0,20.82121212121212,1320.0,1,1,Loyal,Low,0,0,0,1,0,1
Female,1,No,No,15,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),55.0,757.1,1,1,50.473333333333336,825.0,4,3,Developing,Medium,0,0,0,0,0,3
Male,0,No,No,64,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.4,6692.65,0,0,104.57265625,6681.6,7,1,Loyal,Premium,0,0,0,1,1,1
Male,0,Yes,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.05,218.5,0,0,21.85,200.5,1,3,New,Low,0,0,0,0,0,3
Male,0,Yes,Yes,7,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,89.75,608.8,1,1,86.97142857142856,628.25,5,3,New,High,1,1,0,0,0,5
Male,0,No,No,29,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,34.3,1004.75,0,0,34.64655172413793,994.6999999999999,3,3,Established,Low,0,1,0,0,0,4
Male,0,No,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.65,1125.6,0,0,19.74736842105263,1177.05,1,1,Loyal,Low,0,0,0,1,0,1
Female,0,No,No,46,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,84.25,3847.6,0,0,83.64347826086956,3875.5,5,3,Established,High,0,0,0,1,0,3
Male,0,No,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.65,978.0,0,0,18.452830188679247,1041.4499999999998,1,1,Loyal,Low,0,0,0,1,0,1
Female,0,No,No,17,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),79.85,1387.35,0,0,81.60882352941177,1357.4499999999998,7,2,Developing,High,0,0,0,0,0,2
Female,0,Yes,Yes,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.2,746.05,0,0,19.632894736842104,767.6,1,1,Established,Low,0,0,0,1,0,1
Male,0,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.8,304.6,0,0,20.30666666666667,297.0,1,2,Developing,Low,0,0,0,0,0,2
Female,0,No,No,22,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.35,1098.85,0,0,49.94772727272727,1107.7,4,3,Developing,Medium,0,1,0,0,0,4
Male,0,Yes,No,14,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.15,1139.2,1,1,81.37142857142858,1192.1000000000001,4,3,Developing,High,0,1,0,0,0,4
Female,0,Yes,No,57,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),74.6,4368.95,0,0,76.64824561403509,4252.2,7,2,Loyal,High,0,0,0,1,0,2
Male,1,No,No,11,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),79.15,827.7,0,0,75.24545454545455,870.6500000000001,3,3,New,High,1,0,0,0,0,4
Female,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.35,20.35,0,0,20.35,20.35,1,1,New,Low,0,0,1,0,0,2
Male,0,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),21.05,262.05,0,0,21.837500000000002,252.60000000000002,1,1,New,Low,0,0,0,0,0,1
Male,1,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.6,279.55,1,1,93.18333333333334,283.79999999999995,5,3,New,Premium,1,1,1,0,1,6
Male,0,No,Yes,36,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.7,3512.5,0,0,97.56944444444444,3409.2000000000003,5,3,Established,Premium,0,1,0,0,1,4
Male,0,No,No,16,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.25,1483.25,1,1,92.703125,1508.0,5,3,Developing,Premium,0,1,0,0,1,4
Male,0,Yes,Yes,65,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),72.45,4653.85,1,1,71.59769230769231,4709.25,7,2,Loyal,High,0,0,0,1,0,2
Male,0,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,74.95,151.75,0,0,75.875,149.9,3,3,New,High,1,1,1,0,0,6
Female,0,No,No,42,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.2,4400.75,1,1,104.7797619047619,4418.400000000001,7,3,Established,Premium,0,1,0,1,1,4
Male,0,Yes,Yes,72,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),111.95,8033.1,0,0,111.57083333333334,8060.400000000001,8,1,Loyal,Premium,0,0,0,1,1,1
Male,0,No,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.85,1253.65,0,0,20.220161290322583,1230.7,1,1,Loyal,Low,0,0,0,1,0,1
Female,0,No,No,6,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,89.75,552.65,0,0,92.10833333333333,538.5,5,3,New,High,1,1,0,0,0,5
Male,0,Yes,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.05,1036.0,0,0,21.583333333333332,962.4000000000001,1,1,Established,Low,0,0,0,1,0,1
Male,0,No,No,35,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,108.95,4025.5,0,0,115.01428571428572,3813.25,8,1,Established,Premium,0,1,0,0,1,2
Male,0,No,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.65,928.4,0,0,17.853846153846153,1021.8,1,2,Loyal,Low,0,0,0,1,0,2
Female,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,24.9,24.9,0,0,24.9,24.9,1,3,New,Low,0,0,1,0,0,4
Male,0,Yes,No,6,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,82.85,460.25,1,1,76.70833333333333,497.09999999999997,4,3,New,High,1,1,0,0,0,5
Female,0,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),93.2,6506.15,0,0,91.63591549295774,6617.2,9,1,Loyal,Premium,0,0,0,1,1,1
Female,0,Yes,Yes,67,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),84.8,5598.3,0,0,83.55671641791045,5681.599999999999,5,2,Loyal,High,0,0,0,1,0,2
Male,1,No,No,60,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Electronic check,71.75,4374.55,0,0,72.90916666666666,4305.0,6,2,Loyal,High,0,1,0,1,0,3
Male,0,Yes,Yes,23,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),30.35,678.75,0,0,29.51086956521739,698.0500000000001,2,3,Developing,Low,0,0,0,0,0,3
Male,0,No,Yes,39,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),54.85,2191.7,0,0,56.197435897435895,2139.15,5,2,Established,Medium,0,0,0,1,0,2
Male,0,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.5,239.75,0,0,15.983333333333333,292.5,1,2,Developing,Low,0,0,0,0,0,2
Male,1,Yes,No,53,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.85,5485.5,1,1,103.5,5504.049999999999,7,3,Loyal,Premium,0,1,0,1,1,4
Male,0,Yes,Yes,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.2,609.05,0,0,25.37708333333333,580.8,2,1,Developing,Low,0,0,0,0,0,1
Female,0,Yes,Yes,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.35,683.75,0,0,18.47972972972973,715.95,1,3,Established,Low,0,1,0,1,0,4
Female,0,Yes,Yes,5,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.6,404.2,1,1,80.84,418.0,4,3,New,High,1,1,1,0,0,6
Female,1,Yes,No,50,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,100.65,5189.75,0,0,103.795,5032.5,6,2,Loyal,Premium,0,1,0,1,1,3
Female,0,No,No,54,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),94.1,5060.9,0,0,93.72037037037036,5081.4,5,2,Loyal,Premium,0,0,0,1,1,2
Female,0,No,No,3,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.55,233.65,0,0,77.88333333333334,223.64999999999998,3,3,New,High,1,1,1,0,0,6
Male,0,No,No,68,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,108.45,7176.55,1,1,105.53750000000001,7374.6,8,2,Loyal,Premium,0,1,0,1,1,3
Male,0,No,No,5,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,56.15,291.45,0,0,58.29,280.75,4,3,New,Medium,0,1,1,0,0,5
Male,0,No,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.35,689.75,0,0,20.901515151515152,671.5500000000001,1,1,Established,Low,0,0,0,0,0,1
Female,0,No,No,41,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,80.55,3263.9,0,0,79.60731707317073,3302.5499999999997,7,2,Established,High,0,1,0,1,0,3
Female,0,Yes,Yes,34,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,61.25,1993.2,0,0,58.62352941176471,2082.5,6,2,Established,Medium,0,0,0,0,0,2
Female,0,Yes,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.45,254.5,0,0,19.576923076923077,265.84999999999997,1,3,Developing,Low,0,0,0,0,0,3
Female,0,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.9,347.65,0,0,17.3825,378.0,1,3,Developing,Low,0,0,0,0,0,3
Female,1,No,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.6,967.9,0,0,18.978431372549018,999.6,1,1,Loyal,Low,0,0,0,1,0,1
Female,0,Yes,No,3,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),91.5,242.95,1,1,80.98333333333333,274.5,5,3,New,Premium,1,0,1,0,1,5
Female,0,No,Yes,41,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),45.2,1841.9,0,0,44.924390243902444,1853.2,2,3,Established,Medium,0,0,0,1,0,3
Female,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.45,232.1,0,0,17.853846153846153,252.85,1,3,Developing,Low,0,0,0,0,0,3
Male,0,Yes,Yes,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.45,809.25,0,0,23.12142857142857,890.75,2,1,Established,Low,0,0,0,0,0,1
Male,0,Yes,No,12,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),80.85,866.45,1,1,72.20416666666667,970.1999999999999,4,3,New,High,0,0,0,0,0,3
Male,0,No,No,4,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,94.9,360.55,0,0,90.1375,379.6,6,3,New,Premium,1,0,1,0,1,5
Female,0,No,No,43,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),49.05,2076.2,1,1,48.283720930232555,2109.15,4,3,Established,Medium,0,0,0,1,0,3
Female,1,Yes,Yes,12,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,29.3,355.9,0,0,29.65833333333333,351.6,2,3,New,Low,0,0,0,0,0,3
Male,1,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.3,7299.65,1,1,107.34779411764706,7160.4,7,3,Loyal,Premium,0,1,0,1,1,4
Male,1,No,No,25,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,88.95,2291.2,1,1,91.648,2223.75,5,3,Established,High,0,1,0,0,0,4
Female,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.25,129.15,0,0,18.45,141.75,1,2,New,Low,0,0,0,0,0,2
Male,1,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,110.85,7491.75,1,1,113.51136363636364,7316.099999999999,8,2,Loyal,Premium,0,1,0,1,1,3
Female,0,Yes,No,53,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,110.5,5835.5,0,0,110.10377358490567,5856.5,8,2,Loyal,Premium,0,1,0,1,1,3
Male,1,No,No,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),109.4,7031.45,0,0,111.61031746031746,6892.200000000001,8,3,Loyal,Premium,0,0,0,1,1,3
Female,0,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.2,7723.9,1,1,110.34142857142857,7994.0,9,1,Loyal,Premium,0,0,0,1,1,1
Male,1,Yes,No,27,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),36.5,1032.0,1,1,38.22222222222222,985.5,2,3,Established,Medium,0,0,0,0,0,3
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.75,70.75,1,1,70.75,70.75,2,3,New,High,1,0,1,0,0,5
Female,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95,109.6,0,0,21.919999999999998,99.75,1,3,New,Low,0,0,1,0,0,4
Female,1,Yes,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.6,727.8,0,0,19.67027027027027,725.2,1,2,Established,Low,0,0,0,1,0,2
Male,0,No,No,3,No,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,40.15,130.75,1,1,43.583333333333336,120.44999999999999,3,3,New,Medium,0,0,1,0,0,4
Female,0,No,Yes,12,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.6,893.0,0,0,74.41666666666667,919.1999999999999,3,3,New,High,0,1,0,0,0,4
Female,0,Yes,Yes,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.6,763.1,0,0,20.08157894736842,744.8000000000001,1,2,Established,Low,0,0,0,1,0,2
Female,0,No,No,9,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.3,781.4,0,0,86.82222222222222,767.6999999999999,4,3,New,High,1,0,0,0,0,4
Male,0,Yes,No,13,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,65.85,902.25,0,0,69.40384615384616,856.05,5,3,Developing,Medium,0,1,0,0,0,4
Male,1,Yes,No,29,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.45,2653.65,1,1,91.5051724137931,2739.05,5,3,Established,Premium,0,1,0,0,1,4
Female,0,Yes,Yes,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.05,1016.7,0,0,21.631914893617022,942.35,1,1,Established,Low,0,0,0,1,0,1
Male,0,Yes,No,61,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),99.4,5943.65,0,0,97.43688524590164,6063.400000000001,7,3,Loyal,Premium,0,0,0,1,1,3
Male,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.0,275.7,0,0,17.23125,320.0,1,3,Developing,Low,0,0,0,0,0,3
